"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Referrer URL","Source","Do you mainly b..  [Play by myself]","Do you mainly b..  [Share with others]","On average, how.. ","What kind of co..  [Construction (e.. ]","What kind of co..  [Technical const.. ]","What kind of co..  [Mods or plugins]","What kind of co..  [Texture packs o.. ]","What kind of co..  [Entire Worlds]","What kind of co..  [I don't create .. ]","What kind of co..  [Other]","Have you ever b.. ","Would you consi.. ","Creating conten.. ","Creating conten.. ","I feel like I'm.. ","I feel a sense .. ","I feel a sense .. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I think creatin.. ","I learn new thi.. ","I gain experien.. ","I can improve m.. ","Creating conten.. ","I find the expe.. ","I find the expe.. ","I find the expe.. ","Creating conten.. ","I find the expe.. ","My content crea.. ","Creating conten.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I can forget ab.. ","I can get away .. ","I can get away .. ","Creating conten.. ","My content crea.. ","My content crea.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","I can show othe.. ","I can help othe.. ","I can let peopl.. ","My content crea.. ","My content crea.. ","I gain extra in.. ","I intend to con.. ","I would like to.. ","My intention is.. ","I will say posi.. ","I will recommen.. ","I will refer my.. ","I keep in touch.. ","I communicate w.. ","I keep in conta.. ","Creating conten.. ","I meet new peop.. ","I make new acqu.. ","In which countr.. ","How old are you?","Which gender do.. ","Which gender do..  [Other]","On average, how.. ","When did you st.. ","Last time I cre.. ","On average, how.. ","Total time","Group time: Step 1","Question time: SC","Question time: CC1","Question time: CC2","Question time: CC3","Question time: .. ","Question time: .. ","Group time: Step 2","Question time: PT1","Question time: PT2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 3","Question time: ID1","Question time: ID2","Question time: ID3","Question time: PA1","Question time: PA2","Question time: PA3","Group time: Step 4","Question time: SD1","Question time: SD2","Question time: SD3","Question time: SD4","Question time: PA4","Group time: Step 5","Question time: .. ","Question time: .. ","Question time: .. ","Question time: SE1","Question time: .. ","Question time: .. ","Group time: Step 6","Question time: SE3","Question time: .. ","Question time: SE5","Question time: SE4","Question time: SE2","Question time: SE6","Group time: Step 7","Question time: ES1","Question time: ES2","Question time: ES3","Question time: ES4","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 8","Question time: PT3","Question time: PT4","Group time: Step 9","Question time: HB1","Question time: HB2","Question time: HB3","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: CI1","Question time: CI3","Question time: CI2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: PD6","Question time: PD1","Question time: PD2","Question time: .. ","Question time: PD4","Question time: PD5","Question time: .. "
"114","2025-01-20 17:59:56","12","en","678563906","2025-01-20 17:53:49","2025-01-20 17:59:56",,"","No","Yes","40","No","No","Yes","No","No","No","","Yes","Yes","5","5","4","5","4","4","4","5","4","4","3","5","5","5","4","3","5","5","5","2","5","3","5","2","4","5","4","4","5","5","4","4","5","4","3","5","4","5","4","1","3","3","3","5","5","5","5","5","4","3","1","4","4","5","5","USA","18","Male","","10","2022-08-01 00:00:00","Today","0","368.02","43.73",,,,,,,,,,,,,"148.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.57",,,,,,,"17.32",,,,,,,"89.39",,,,,,,"45.72",,,,,,,
"115",,"5","en","1147814350","2025-01-20 17:54:26","2025-01-20 17:56:35",,"","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","No",,"5","3",,"3",,"5","2",,,,"5",,"5",,"1",,,"4",,,,"4",,"3",,,"3",,,,,,"2",,,"5","4","1",,,,"5",,,,,,,"1","1","2","3",,,,,,,,,,,"129.69",,,,,,,,"12.78",,,,,,"29.43",,,,,,,,,,,,,,,,,,,,"64.38",,,,,,,,,,,,,,,"23.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116","2025-01-20 18:10:00","12","en","1726767194","2025-01-20 18:01:08","2025-01-20 18:09:59",,"","No","Yes","6","No","No","No","No","No","No","Modpacks","Yes","Yes","5","5","5","1","1","1","5","5","1","1","1","5","5","5","1","1","5","5","5","1","5","1","1","1","5","5","1","1","2","1","2","1","1","1","5","5","5","5","3","1","1","1","1","5","5","5","5","3","4","1","5","5","1","3","5","Austria","23","Male","","-1","2025-01-20 00:00:00","This week","0","487.55","59.89",,,,,,,"49.79",,,,,,"42.07",,,,,,,,,,,,,"25.95",,,,,,,"48.07",,,,,,,"14.3",,,,,,,,,,,"33.06",,,,,,,"59.09",,,,,,,"89.33",,,,,,,"66",,,,,,,
"117",,"1","en","417746208","2025-01-20 18:12:44","2025-01-20 18:13:26",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,"4",,,,,,"5",,,"4",,"4",,,,"4",,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,"42.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.87",,,,,,,,,,,,,,
"118",,"7","en","1701048282","2025-01-20 18:37:52","2025-01-20 18:42:12",,"","No","Yes","6","No","No","Yes","No","No","No","","Yes","No",,"5","3","5","5","3",,,,"5",,"5",,,,"5",,,"4","4","5","5",,"3",,"4","5","5","5",,"5","5","3","4",,,"5","5",,,"5","5","5","3","5","3","3","4","4","4","3","5","3",,"5",,,,,,,,,"260.79",,,,,,,,"35.26",,,,,,,,,,,,,"35.82",,,,,,"26.83",,,,,,,,,,,,,,"34.74",,,,,,,,,,,"59.42",,,,,,,"68.72",,,,,,,,,,,,,,,,,,,,,
"119","2025-01-20 18:59:12","12","en","1940073379","2025-01-20 18:50:16","2025-01-20 18:59:12",,"","No","Yes","10","No","No","Yes","No","No","No","","Yes","No","3","5","5","5","5","5","5","4","4","4","2","5","3","4","4","3","5","5","4","4","5","3","4","3","2","3","4","4","4","3","4","4","2","5","2","3","2","4","5","2","2","3","4","4","4","4","4","2","3","3","4","3","2","4","4","Finland","17","Female","","50","2016-04-01 00:00:00","This week","0","540.35",,,,,,,,"31.85",,,,,,"43.4",,,,,,,"22.32",,,,,,"18.28",,,,,,,"47",,,,,,,"23.21",,,,,,,,,,,"240.07",,,,,,,"36.39",,,,,,,,,,,,,,"77.83",,,,,,,
"120","2025-01-20 19:33:15","12","en","695080768","2025-01-20 19:16:27","2025-01-20 19:33:15",,"","No","Yes","31","No","No","Yes","No","No","No","","Yes","No","2","3","2","4","4","4","4","3","5","4","5","5","4","5","5","5","5","3","3","3","4","5","4","5","3","3","5","5","5","4","4","5","5","4","4","2","5","5","5","1","5","5","5","5","5","5","4","4","3","2","5","2","2","4","4","United Kingdom","18","Male","","450","2018-02-01 00:00:00","Today","0","1007.48","10.32",,,,,,,,,,,,,"20.45",,,,,,,"86.05",,,,,,,,,,,,,"16.47",,,,,,,"16.5",,,,,,,,,,,"23.36",,,,,,,"28.98",,,,,,,"729.1",,,,,,,"76.25",,,,,,,
"121",,,"en","180873963","2025-01-20 20:16:23","2025-01-20 20:16:23",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"122",,"-1","en","509781878","2025-01-20 20:43:34","2025-01-20 20:43:46",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,"12.27","12.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123","2025-01-20 21:47:19","12","en","1772951245","2025-01-20 21:38:06","2025-01-20 21:47:19",,"","Yes","Yes","43","Yes","Yes","No","Yes","Yes","No","","Yes","Yes","1","3","3","3","1","3","4","5","3","4","1","3","4","4","4","1","5","5","5","4","5","1","4","1","3","5","1","3","4","4","3","4","2","2","3","4","4","4","4","3","1","2","1","4","4","3","3","3","3","2","2","3","3","3","3","United States","19","Male","","0","2013-08-10 00:00:00","This week","0","545.02","14.21",,,,,,,"44.17",,,,,,"43.22",,,,,,,"32.8",,,,,,"156.77",,,,,,,,,,,,,,"62.17",,,,,,,,,,,"49.89",,,,,,,"62.23",,,,,,,,,,,,,,"79.56",,,,,,,
"124","2025-01-20 22:33:25","12","en","87675950","2025-01-20 22:17:52","2025-01-20 22:33:25",,"","No","Yes","6","No","No","Yes","No","No","No","","Yes","No","5","5","5","5","5","5","5","3","5","5","4","5","5","5","5","5","5","5","5","4","5","4","5","2","3","2","5","3","5","4","5","4","2","4","4","4","5","5","4","3","3","4","4","4","5","4","4","3","3","1","4","3","3","5","5","New Zealand","19","Male","","70","2021-05-01 00:00:00","Yesterday","0","935.02","107.01",,,,,,,"30.53",,,,,,"64.97",,,,,,,,,,,,,,,,,,,,,,,,,,,"28.05",,,,,,,,"7.79",,,"188.01",,,,,,,"187.27",,,,,,,,,,,,,,"321.39",,,,,,,
"125",,"2","en","172840492","2025-01-20 22:21:13","2025-01-20 22:22:24",,"","No","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","Yes",,,,,"4",,"4",,,,,,,,"5",,,,,,,,,,,,"3",,,,,"4","3","4",,,,"5",,,,,,,,,,,,,,,,"5",,,,,,,,,,"70.34",,,,,,,,,,,,,,,,,,,,,"37.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"126","2025-01-20 22:42:12","12","en","1606902368","2025-01-20 22:25:44","2025-01-20 22:42:12",,"","No","Yes","15","No","No","Yes","No","No","No","","Yes","Yes","5","4","4","4","4","4","4","4","3","3","3","4","4","5","4","3","5","4","5","4","5","4","4","2","3","4","3","3","5","3","4","4","4","3","4","4","5","3","4","3","2","3","3","4","4","4","4","4","3","2","3","3","4","4","4","Germany","22","Male","","6","2021-04-12 00:00:00","In the last 6 months","1020","849.6","81.81",,,,,,,,,,,,,"48.53",,,,,,,"132.18",,,,,,"133.89",,,,,,,"38.74",,,,,,,"63.16",,,,,,,,,,,"30.43",,,,,,,"24.81",,,,,,,"34.76",,,,,,,"261.29",,,,,,,
"127",,"1","en","520983199","2025-01-20 22:42:54","2025-01-20 22:43:16",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,"4",,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.65",,,,,,,,,,,,,,,,,,,,,"22.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128","2025-01-20 22:56:10","12","en","1535971207","2025-01-20 22:43:35","2025-01-20 22:56:10",,"","Yes","Yes","14","No","No","Yes","No","No","No","","No","No","5","5","4","3","3","3","3","2","2","2","2","3","3","3","2","2","5","4","5","2","5","2","4","1","2","2","1","2","2","3","1","3","1","2","2","4","5","2","4","2","1","1","2","5","4","4","4","2","2","1","1","1","2","2","2","United States","19","Male","","40","2022-11-08 00:00:00","This week","0","758.58",,,,,,,,"174.62",,,,,,"45.41",,,,,,,,,,,,,"24.05",,,,,,,"27.51",,,,,,,"96.21",,,,,,,,"67.29",,,"30.65",,,,,,,"43.53",,,,,,,"70.11",,,,,,,"179.2",,,,,,,
"129",,,"en","1179454974","2025-01-20 23:33:11","2025-01-20 23:33:11",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"130",,,"en","1529663461","2025-01-21 00:07:49","2025-01-21 00:07:49",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131",,"11","en","1056776839","2025-01-21 14:25:20","2025-01-21 14:31:41",,"","Yes","No","1","Yes","No","No","No","No","No","","Yes","No","2","2","2","4","2","2","2","2","1","4","2","1","2","2","2","2","2","3","2","1","3","1","2","1","1","1","2","2","1","4","3","5","2","2","2","2","3","2","1","2","3","2","2","2","2","2","2","2","2","1","1","2","2","1","1",,,,,,,,,"382.94",,,,,,,,,,,,,,"87.29",,,,,,,"161.23",,,,,,"8.81",,,,,,,"47.48",,,,,,,"17.24",,,,,,,,,,,"52.42",,,,,,,"8.47",,,,,,,,,,,,,,,,,,,,,
"132",,"0","en","1456637134","2025-01-21 14:27:12","2025-01-21 14:27:21",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,"","",,,,,,,,"",,,,,,,,,,,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"133",,"0","en","1432779865","2025-01-21 14:27:41","2025-01-21 14:28:08",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,"",,,"",,,,,,"",,,,,,,,,,,,,,,"",,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,"2.36",,,,,,,,,,,,,,"2.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"134",,"4","en","410736656","2025-01-21 14:28:38","2025-01-21 14:30:29",,"","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A",,"Yes","No","4",,"5",,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,"1","1",,"4",,"2",,,"1",,"1","3","4","4","4","4","2",,,,,,"1",,,,,,,,,"109.08","27.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.33",,,,,,,,"19.39",,,,,,,,,,"36.56",,,,,,,,,,,,,,,,,,,,,
"135",,"3","en","1050930322","2025-01-21 14:28:39","2025-01-21 14:30:07",,"","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","5",,,,,,,,,,,,"5",,,"2",,"5",,,,,,,,,,,"5","4",,,,,"3",,,,,"5","2",,,"3","4","5","4","4","3",,,,,,,,,,,,,,,"89.56",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.43",,,,,,,,,,,,,,,,,,,,,,,,,"29.2",,,,,,,"37.93",,,,,,,,,,,,,,,,,,,,,
"136",,,"en","995846543","2025-01-21 14:29:44","2025-01-21 14:29:44","android-app://com.google.android.gm/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"137",,,"en","998811494","2025-01-21 14:31:55","2025-01-21 14:31:55",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"138",,,"en","1674513657","2025-01-21 14:33:23","2025-01-21 14:33:23",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139",,"5","en","172163785","2025-01-21 14:33:30","2025-01-21 14:34:28","android-app://com.google.android.gm/","","Yes","Yes","0","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,"1","1",,"1","1","1",,"1",,"1","1","1",,"1",,,"1","1",,"1","1",,,"1",,"1",,,,,,,,"1",,"1",,,"1",,,"1","1","1","1","1","1",,,,,,"1",,,,,,,,,"57.25",,,,,,,,,,,,,,"14.33",,,,,,,,,,,,,,,,,,,,"32.82",,,,,,,,,,,,,,,,,,,,,,,,,"10.1",,,,,,,,,,,,,,,,,,,,,
"140",,,"en","118045490","2025-01-21 14:33:57","2025-01-21 14:33:57","https://mail.worldguard.com.au/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141",,,"en","1739860381","2025-01-21 14:34:01","2025-01-21 14:34:01",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"142",,,"en","779973073","2025-01-21 14:34:51","2025-01-21 14:34:51",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"143","2025-01-21 14:44:07","12","en","641557117","2025-01-21 14:35:11","2025-01-21 14:44:07",,"","Yes","No","14","Yes","No","No","No","No","No","I help others to build constructions by farming etc","No","No","5","5","5","4","5","3","3","4","2","2","2","5","4","4","4","2","5","5","4","3","5","1","4","1","4","5","4","3","5","4","5","5","2","4","2","5","5","3","5","5","1","1","1","5","5","4","5","5","4","4","5","5","3","2","3","Germany","19","Male","","0","2020-02-20 00:00:00","This week","0","536.75",,,,,,,,"161.75",,,,,,,,,,,,,,,,,,,"33.63",,,,,,,"50.04",,,,,,,"107.57",,,,,,,,"29.87",,,,,,,,,,"29.27",,,,,,,"30.83",,,,,,,"93.79",,,,,,,
"144","2025-01-21 14:44:31","12","en","375327359","2025-01-21 14:37:14","2025-01-21 14:44:31","android-app://com.google.android.gm/","","No","Yes","5","Yes","No","No","No","No","No","","Yes","No","4","4","4","5","4","1","1","4","1","1","1","4","4","4","4","2","4","4","4","3","4","1","4","1","2","3","3","2","4","2","5","4","1","1","2","4","4","3","4","2","1","1","1","4","5","4","4","4","3","4","2","2","2","2","3","Germany ","21","Male","","0","2022-10-01 00:00:00","This week","0","409.53","42.81",,,,,,,,,,,,,"61.92",,,,,,,"10.94",,,,,,"18.26",,,,,,,,,,,,,,,,,,,,,,"34.67",,,"46.08",,,,,,,"23.69",,,,,,,"90.33",,,,,,,"80.83",,,,,,,
"145",,,"en","331403085","2025-01-21 14:38:35","2025-01-21 14:38:35","android-app://com.google.android.gm/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"146",,"11","en","2095762759","2025-01-21 14:39:12","2025-01-21 14:49:31",,"","Yes","No","10","No","Yes","No","Yes","Yes","No","","Yes","Yes","3","5","1","4","3","3","2","3","3","3","3","2","3","2","3","3","4","2","5","3","3","3","3","1","3","3","3","5","3","5","4","4","3","2","1","3","3","5","3","5","3","3","2","3","5","5","4","4","4","3","4","4","4","2","3",,,,,,,,,"621.64",,,,,,,,,,,,,,"75.71",,,,,,,"120.85",,,,,,"37.18",,,,,,,"82.2",,,,,,,"64.43",,,,,,,,,,,"40.13",,,,,,,"24.48",,,,,,,"176.66",,,,,,,,,,,,,,
"147",,"3","en","926661799","2025-01-21 14:40:07","2025-01-21 14:42:59",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,"5",,"4",,"3","2",,,,,,,,,,,"5",,,"1",,,,,"5",,"5",,"5",,,"5",,,,,,,"1","1",,"2","4","1","3","3","2",,,,,,,,,,,,,,,"173.31",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.55",,,,,,,,,,,,,,"39.81",,,,,,,,,,,,,,,,,,"102.95",,,,,,,,,,,,,,,,,,,,,
"148",,,"en","1569111881","2025-01-21 14:40:19","2025-01-21 14:40:19",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"149",,,"en","1546971366","2025-01-21 14:40:36","2025-01-21 14:40:36",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150",,"-1","en","56156478","2025-01-21 14:41:21","2025-01-21 14:41:41",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,,,,,,"17.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.49",,,,,,,,,,,,,,,,,,,,,
"151",,,"en","43108300","2025-01-21 14:50:00","2025-01-21 14:50:00",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"152",,"2","en","791854119","2025-01-21 14:50:45","2025-01-21 14:51:32",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"No","No",,,,,,,,,,,"2","",,,,,,,,,,,"",,"",,,,"1",,,,"",,,,,"",,,,,"1",,,,,,,"5",,,"","2",,,,,,,,,,"46.41",,,,,,,,,,,,,,"26.43",,,,,,,,,,,,,,,,,,,,,,,,,,,"7.09",,,,,,,,,,,,,,,,,,,,,,,,,"12.89",,,,,,,,,,,,,,
"153",,,"en","1752883753","2025-01-21 14:54:23","2025-01-21 14:54:23",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"154",,"4","en","466838467","2025-01-21 15:00:19","2025-01-21 15:03:40",,"","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,"2",,"5",,"2",,,"4","4","2",,,,"3",,,,"1",,"2","5",,,"4","4",,,,,"2",,"4","4",,,,,,,,,,,,,,,,,"2","4",,,,,,,,,"201.93",,,,,,,,,,,,,,"16.93",,,,,,,,,,,,,,,,,,,,"111.87",,,,,,,,,,,,,,,"48.27",,,,,,,,,,,,,,,,,"24.86",,,,,,,,,,,,,,
"155",,,"en","1165053401","2025-01-21 15:05:30","2025-01-21 15:05:30","https://mail.google.com/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"156",,,"en","411565853","2025-01-21 15:23:26","2025-01-21 15:23:26",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"157","2025-01-21 15:38:11","12","en","1238374448","2025-01-21 15:30:02","2025-01-21 15:38:11",,"","Yes","Yes","7","No","No","No","No","No","No","Let’s Play","Yes","No","5","5","3","5","5","1","2","3","1","1","1","3","3","3","3","1","5","4","4","3","5","1","5","1","3","4","2","3","4","2","3","4","1","2","1","5","5","2","2","2","1","1","1","1","3","1","5","2","1","3","5","5","2","3","3","Germany","16","Male","","0",,"In this year","0","490.27","135.82",,,,,,,"54.87",,,,,,"100.04",,,,,,,,,,,,,"24.22",,,,,,,"27.57",,,,,,,"35.19",,,,,,,,"23.47",,,,,,,,,,"31.63",,,,,,,,,,,,,,"57.46",,,,,,,
"158",,,"en","560199155","2025-01-21 15:31:39","2025-01-21 15:31:39",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
