"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Referrer URL","Source","Do you mainly b..  [Play by myself]","Do you mainly b..  [Share with others]","On average, how.. ","What kind of co..  [Construction (e.. ]","What kind of co..  [Technical const.. ]","What kind of co..  [Mods or plugins]","What kind of co..  [Texture packs o.. ]","What kind of co..  [Entire Worlds]","What kind of co..  [I don't create .. ]","What kind of co..  [Other]","Have you ever b.. ","Would you consi.. ","Creating conten.. ","Creating conten.. ","I feel like I'm.. ","I feel a sense .. ","I feel a sense .. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I think creatin.. ","I learn new thi.. ","I gain experien.. ","I can improve m.. ","Creating conten.. ","I find the expe.. ","I find the expe.. ","I find the expe.. ","Creating conten.. ","I find the expe.. ","My content crea.. ","Creating conten.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I can forget ab.. ","I can get away .. ","I can get away .. ","Creating conten.. ","My content crea.. ","My content crea.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","I can show othe.. ","I can help othe.. ","I can let peopl.. ","My content crea.. ","My content crea.. ","I gain extra in.. ","I intend to con.. ","I would like to.. ","My intention is.. ","I will say posi.. ","I will recommen.. ","I will refer my.. ","I keep in touch.. ","I communicate w.. ","I keep in conta.. ","Creating conten.. ","I meet new peop.. ","I make new acqu.. ","In which countr.. ","How old are you?","Which gender do.. ","Which gender do..  [Other]","On average, how.. ","When did you st.. ","Last time I cre.. ","On average, how.. ","Total time","Group time: Step 1","Question time: SC","Question time: CC1","Question time: CC2","Question time: CC3","Question time: .. ","Question time: .. ","Group time: Step 2","Question time: PT1","Question time: PT2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 3","Question time: ID1","Question time: ID2","Question time: ID3","Question time: PA1","Question time: PA2","Question time: PA3","Group time: Step 4","Question time: SD1","Question time: SD2","Question time: SD3","Question time: SD4","Question time: PA4","Group time: Step 5","Question time: .. ","Question time: .. ","Question time: .. ","Question time: SE1","Question time: .. ","Question time: .. ","Group time: Step 6","Question time: SE3","Question time: .. ","Question time: SE5","Question time: SE4","Question time: SE2","Question time: SE6","Group time: Step 7","Question time: ES1","Question time: ES2","Question time: ES3","Question time: ES4","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 8","Question time: PT3","Question time: PT4","Group time: Step 9","Question time: HB1","Question time: HB2","Question time: HB3","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: CI1","Question time: CI3","Question time: CI2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: PD6","Question time: PD1","Question time: PD2","Question time: .. ","Question time: PD4","Question time: PD5","Question time: .. "
"74","2025-01-06 07:37:48","12","en","1568923990","2025-01-06 07:23:29","2025-01-06 07:37:48",,"","No","Yes","37","Yes","No","No","No","No","No","","Yes","No","5","5","3","3","3","3","4","4","2","3","1","5","5","5","4","2","5","5","5","4","5","1","4","1","3","3","2","2","4","3","2","5","2","2","1","4","5","4","4","4","2","1","1","5","5","5","4","4","3","4","5","5","4","4","4"," Germany","16","Male","","0","2020-04-15 00:00:00","In the last 6 months","0","861.96","35.8",,,,,,,,,,,,,"29.95",,,,,,,,,,,,,,,,,,,,"52",,,,,,,"245.59",,,,,,,,,,,,,,,,,,"92.45",,,,,,,"224.96",,,,,,,"181.21",,,,,,,
"75","2025-01-06 15:16:59","12","en","1901756108","2025-01-06 15:02:45","2025-01-06 15:16:59",,"","Yes","No","0","No","No","No","No","No","Yes","","Yes","No","3","3","3","2","2","2","4","3","2","3","1","3","3","5","3","1","3","3","3","1","3","1","3","1","1","3","1","2","3","2","3","2","2","1","4","3","3","2","2","2","1","1","1","3","3","2","2","2","2","1","1","2","4","4","3","america","14","Female","","0","2021-04-30 00:00:00","This week","0","855.43","41.23",,,,,,,"12.1",,,,,,"69.21",,,,,,,"30.47",,,,,,"96.81",,,,,,,,,,,,,,,,,,,,,,,,,"66.25",,,,,,,"51.33",,,,,,,"36.43",,,,,,,"451.6",,,,,,,
"76",,"11","en","502810011","2025-01-06 16:29:38","2025-01-06 16:37:23",,"","No","Yes","12","Yes","No","Yes","Yes","Yes","No","Creating Wallpapers and Videos about Minecraft, helping in the Minecraft RTX community.","Yes","Yes","5","5","5","5","4","2","5","5","4","4","1","5","5","5","5","2","5","4","4","4","5","2","4","2","2","1","3","1","5","1","4","4","3","1","2","4","5","4","4","1","2","2","1","5","5","3","5","5","3","3","4","4","2","5","3",,,,,,,,,"467.98","133.32",,,,,,,"33.89",,,,,,,,,,,,,"41.42",,,,,,"61.46",,,,,,,,,,,,,,"10.13",,,,,,,,,,,"101",,,,,,,"31.66",,,,,,,"55.1",,,,,,,,,,,,,,
"77",,,"en","509976970","2025-01-06 19:36:13","2025-01-06 19:36:13",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78","2025-01-06 20:30:37","12","en","1541046342","2025-01-06 20:11:05","2025-01-06 20:30:37",,"","No","Yes","10","Yes","No","No","No","Yes","No","","Yes","Yes","5","5","5","4","5","5","5","4","5","4","3","5","3","5","5","5","5","4","5","5","5","4","4","2","4","5","5","3","3","1","3","2","4","4","5","5","4","3","4","5","4","3","4","3","5","3","5","5","3","3","5","4","4","5","3","Russian Federation","16","Male","","-20","2020-01-01 00:00:00","Today","0","1174.37","209.02",,,,,,,"35.43",,,,,,,,,,,,,"28.84",,,,,,,,,,,,,"233.81",,,,,,,"170.75",,,,,,,,"253.49",,,,,,,,,,"81.9",,,,,,,,,,,,,,"161.13",,,,,,,
"79",,,"en","327953090","2025-01-07 11:24:55","2025-01-07 11:24:55",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80",,"0","en","1251280598","2025-01-07 20:26:14","2025-01-07 20:26:50",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,,,,,,"36.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.28",,,,,,,,,,,,,,,,,,,,,
"81",,"1","en","120544116","2025-01-08 17:35:48","2025-01-08 17:37:59",,"","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,"131.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82","2025-01-08 17:47:31","12","en","1648789524","2025-01-08 17:38:54","2025-01-08 17:47:31",,"","Yes","Yes","3","Yes","No","No","No","No","No","","Yes","No","5","5","5","5","5","5","5","5","4","5","4","5","5","5","5","4","5","5","5","5","5","4","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","3","5","5","4","5","5","5","5","5","5","5","5","5","5","5","Italy","17","Male","","0","2014-11-03 00:00:00","This week","0","507.02","41.6",,,,,,,"41.46",,,,,,,,,,,,,"27.67",,,,,,"21.89",,,,,,,"92.96",,,,,,,"87.37",,,,,,,,"37.78",,,,,,,,,,"29.87",,,,,,,"24.25",,,,,,,"102.17",,,,,,,
"83","2025-01-08 23:26:53","12","en","555624946","2025-01-08 23:09:44","2025-01-08 23:26:53",,"","Yes","Yes","4","Yes","No","No","No","No","No","Survival","No","Yes","5","3","5","5","5","4","5","5","4","4","1","4","5","5","5","3","5","5","5","3","5","1","5","2","3","5","4","4","5","5","5","5","3","4","3","5","5","5","5","4","1","1","1","5","5","5","5","5","5","5","1","5","5","5","5","United States of America","12","Male","","0",,"This month","0","1036.12","31.92",,,,,,,"216",,,,,,"59.25",,,,,,,"59.63",,,,,,,,,,,,,"58.55",,,,,,,"85.86",,,,,,,,,,,,,,,,,,"223.49",,,,,,,"207.62",,,,,,,"93.8",,,,,,,
"84","2025-01-08 23:43:15","12","en","211083929","2025-01-08 23:36:03","2025-01-08 23:43:15",,"","No","Yes","30","Yes","No","No","No","No","No","","Yes","Yes","5","5","4","5","5","3","5","5","4","4","3","4","5","4","5","3","5","5","5","5","5","3","5","4","3","5","4","4","4","4","3","5","4","4","5","5","5","5","4","5","4","2","3","5","5","4","5","4","5","5","4","5","4","5","5","United States","20","Male","","50","2013-02-12 00:00:00","Yesterday","0","430.43","38.52",,,,,,,"25.33",,,,,,"13",,,,,,,,,,,,,"14.11",,,,,,,"23.21",,,,,,,"137.07",,,,,,,,,,,"43.85",,,,,,,"40.49",,,,,,,"12.41",,,,,,,"82.44",,,,,,,
"85",,"9","en","865267324","2025-01-10 10:09:18","2025-01-10 10:21:27",,"","Yes","Yes","4","Yes","Yes","No","Yes","No","No","","Yes","Yes","3","4","5","4",,,"4","4","1","3","1","5",,"4","3","2","3","4","5","3","4",,"3","3","5","5","2","4","4","4",,,"2",,"3",,"4",,"3","2","1",,"2","3","4","1","4","2","3","3","5","4",,,"5",,,,,,,,,"731.77",,,,,,,,,,,,,,"173.37",,,,,,,"78.38",,,,,,"94.13",,,,,,,"134.86",,,,,,,"101.45",,,,,,,,,,,"57.34",,,,,,,"79.28",,,,,,,"12.96",,,,,,,,,,,,,,
"86",,"6","en","1341558250","2025-01-10 21:41:14","2025-01-10 21:47:47",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","Yes","3",,,"3","3",,,,,"3","3","5",,"5","5","2",,,"5","4","5","2",,"1","4","2","3",,"4",,"2","2","2",,,"2",,"3","3",,,,"1","3","5","4","5","3","4",,,"4",,,,,,,,,,,,"389.87",,,,,,,,"29.88",,,,,,,,,,,,,"39.45",,,,,,,,,,,,,"36.76",,,,,,,,,,,,,,,,,,"33.66",,,,,,,"48.32",,,,,,,"201.8",,,,,,,,,,,,,,
"87","2025-01-10 22:28:38","12","en","73535531","2025-01-10 22:16:33","2025-01-10 22:28:38",,"","Yes","No","9","Yes","No","No","No","No","No","","Yes","Yes","3","5","5","4","4","3","4","4","3","2","2","4","5","5","5","2","3","4","4","4","5","2","4","1","4","2","4","5","4","4","3","2","3","4","3","3","2","5","4","3","2","2","1","5","5","4","5","5","2","3","1","4","4","4","3","New Zealand","16","Male","","0","2022-08-16 00:00:00","Today","0","727.67","96.9",,,,,,,"37.51",,,,,,"41.09",,,,,,,,,,,,,"84.7",,,,,,,"46.16",,,,,,,"34.72",,,,,,,,"28.34",,,,,,,,,,"32.97",,,,,,,"50.61",,,,,,,"274.67",,,,,,,
"88","2025-01-12 18:41:16","12","en","1668931305","2025-01-12 18:33:08","2025-01-12 18:41:16",,"","Yes","Yes","20","Yes","No","No","No","No","No","","No","Yes","5","5","5","5","5","4","4","5","2","1","1","4","5","5","5","1","5","5","5","4","5","1","5","2","3","5","5","4","4","5","5","5","3","2","2","5","5","5","4","3","1","1","1","4","5","5","5","4","3","4","4","5","5","5","4","USA","21","Male","","0","2013-01-01 00:00:00","Yesterday","0","491.71",,,,,,,,"61.98",,,,,,,,,,,,,"78.28",,,,,,"90.2",,,,,,,"40.58",,,,,,,"10.7",,,,,,,,,,,"27.55",,,,,,,"71.45",,,,,,,"36.68",,,,,,,"74.29",,,,,,,
"89","2025-01-16 20:31:01","12","en","1321700516","2025-01-16 20:19:06","2025-01-16 20:31:01",,"","Yes","Yes","10","Yes","No","No","No","No","No","","Yes","Yes","5","5","4","3","5","1","3","4","2","3","1","4","4","3","3","1","5","4","4","3","4","1","4","1","3","4","4","3","3","4","4","3","1","2","2","4","4","3","2","2","1","1","1","5","5","4","3","1","1","1","5","5","3","4","5","United States","17","Male","","0","2023-06-30 00:00:00","Yesterday","0","718.53","39.32",,,,,,,,,,,,,,,,,,,,"65.38",,,,,,"179.13",,,,,,,"29.77",,,,,,,"46.7",,,,,,,,,,,"75.9",,,,,,,"49.61",,,,,,,"35.17",,,,,,,"197.55",,,,,,,
"90",,"7","en","320253033","2025-01-16 20:28:22","2025-01-16 20:38:36",,"","Yes","No","18","N/A","N/A","N/A","N/A","N/A","N/A",,"Yes","N/A","5","5","5",,,,"5","5","1","3","2","5","5",,"2","1","5","5",,,"5",,,"3","2","3",,"4","5","1","5",,"1","4","3","5","5","5",,,,,,"5","5","3","5","2","4",,"1","5",,"5","5",,,,,,,,,"615.54",,,,,,,,,,,,,,"38.74",,,,,,,"45.38",,,,,,"43.03",,,,,,,,,,,,,,"41.6",,,,,,,,"107.04",,,,,,,,,,"73.46",,,,,,,"266.29",,,,,,,,,,,,,,
"91","2025-01-17 00:42:42","12","en","1719244629","2025-01-17 00:31:14","2025-01-17 00:42:42",,"","Yes","Yes","20","Yes","No","Yes","No","No","No","","Yes","Yes","3","2","4","3","3","1","2","3","1","1","1","3","4","4","2","1","5","5","5","3","5","1","2","1","2","4","3","3","2","1","1","2","3","1","3","5","2","3","2","3","1","1","1","4","4","4","4","2","5","1","2","3","4","4","4","Romania","45","Male","","0","2020-02-05 00:00:00","This week","0","687.32","132.15",,,,,,,"46.02",,,,,,"144.47",,,,,,,,,,,,,"52.37",,,,,,,"99.71",,,,,,,"76.75",,,,,,,,,,,"17.32",,,,,,,"49.51",,,,,,,,,,,,,,"69.02",,,,,,,
"92","2025-01-17 16:41:07","12","en","847774632","2025-01-17 16:23:27","2025-01-17 16:41:07",,"","No","Yes","2","Yes","No","Yes","No","No","No","","Yes","Yes","4","4","4","4","4","2","2","4","1","2","1","2","3","3","3","1","4","5","4","2","4","1","4","2","4","4","4","4","4","2","2","4","2","2","3","5","5","4","3","3","1","1","1","3","4","2","3","2","3","4","2","4","2","3","4","United States","16","Male","","0","2023-11-02 00:00:00","This week","0","1027.47",,,,,,,,,,,,,,"48.26",,,,,,,"40.65",,,,,,,,,,,,,"46.66",,,,,,,"147.55",,,,,,,,"34.29",,,"40.64",,,,,,,"524.5",,,,,,,"64.73",,,,,,,"80.19",,,,,,,
"93",,"2","en","357899563","2025-01-17 16:29:02","2025-01-17 16:30:18",,,"N/A","N/A",,"No","No","No","Yes","No","No","Figura models","Yes","N/A","4",,,,,"4",,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,"5","5","2","5","4","5",,,,,,,,,,,,,,,"76.62",,,,,,,,,,,,,,"42.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.76",,,,,,,,,,,,,,,,,,,,,
"94",,"0","en","121719248","2025-01-17 21:18:50","2025-01-17 21:19:35",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"2","4",,,"1",,,,,,,,,,"",,"",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.91",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95",,,"en","1084428924","2025-01-17 22:43:02","2025-01-17 22:43:02",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96","2025-01-18 00:07:44","12","en","1292390377","2025-01-17 23:56:55","2025-01-18 00:07:44",,"","Yes","No","8","No","No","No","No","No","Yes","","Yes","No","5","5","4","4","4","3","3","5","2","3","3","5","5","4","4","3","5","4","4","4","4","1","4","1","4","4","4","4","5","5","5","5","3","3","3","5","5","3","3","3","1","1","1","3","5","3","4","3","3","4","2","4","4","4","4","Germany","20","Male","","0",,"This month","0","651.83","106.76",,,,,,,,,,,,,"35.67",,,,,,,,,,,,,,,,,,,,"111.83",,,,,,,"189.69",,,,,,,,,,,"84.67",,,,,,,"59.12",,,,,,,,,,,,,,"64.09",,,,,,,
"97","2025-01-18 00:15:53","12","en","703569273","2025-01-18 00:08:53","2025-01-18 00:15:53",,"","No","Yes","134","No","No","No","No","No","No","sex mod","No","No","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","north mariana islands","88","Other","adolf hitlers mustache","12000000000","1900-01-11 00:00:00","Today","10000000000000000000","422.02","72.1",,,,,,,"12.48",,,,,,,,,,,,,"21.26",,,,,,"30.88",,,,,,,"78.48",,,,,,,"30.4",,,,,,,,,,,"11.33",,,,,,,"12.77",,,,,,,,,,,,,,"152.32",,,,,,,
"98",,,"en","137050561","2025-01-18 14:25:11","2025-01-18 14:25:11",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99","2025-01-18 15:36:34","12","en","423874521","2025-01-18 15:27:52","2025-01-18 15:36:34",,"","No","Yes","6","Yes","No","No","No","Yes","No","","Yes","Yes","4","3","5","4","3","4","4","4","1","4","2","4","4","4","4","1","4","4","4","3","4","4","3","4","4","4","3","3","2","2","3","3","2","3","3","4","4","5","4","3","3","3","5","3","3","3","4","4","2","3","5","4","4","5","5","Belgium","23","Male","","50","2021-07-01 00:00:00","This week","0","525.46","25.26",,,,,,,"46.94",,,,,,"91.34",,,,,,,,,,,,,"64.18",,,,,,,,,,,,,,,,,,,,,,"67.77",,,"39.66",,,,,,,"39.68",,,,,,,"37.96",,,,,,,"112.67",,,,,,,
"100","2025-01-18 20:56:25","12","en","951042076","2025-01-18 20:48:34","2025-01-18 20:56:25",,"","Yes","Yes","8","Yes","Yes","No","No","Yes","No","","Yes","Yes","5","5","5","4","4","3","3","5","2","1","1","3","5","3","4","1","5","5","5","5","4","1","5","2","2","5","4","4","5","4","5","5","2","3","2","5","5","5","4","2","1","1","1","5","5","4","5","3","4","3","5","4","5","5","5","USA","21","Male","","0","2014-03-25 00:00:00","This week","0","472.56",,,,,,,,"22.14",,,,,,"10.31",,,,,,,"106.55",,,,,,"52.57",,,,,,,"96.01",,,,,,,,,,,,,,,"25.35",,,"51.72",,,,,,,"40.3",,,,,,,,,,,,,,"67.61",,,,,,,
"101","2025-01-19 04:42:58","12","en","1719155586","2025-01-19 04:35:37","2025-01-19 04:42:58",,"","No","Yes","14","Yes","No","No","Yes","Yes","No","","Yes","Yes","5","5","4","5","4","5","5","5","1","1","1","5","5","5","4","1","5","5","5","3","5","1","5","3","4","5","3","4","5","4","5","5","3","3","3","5","5","4","3","4","1","1","1","5","5","4","4","2","1","5","5","5","5","4","4","United States","25","Male","","0","2013-06-01 00:00:00","Yesterday","0","441.93","63.65",,,,,,,"39.09",,,,,,"19.03",,,,,,,,,,,,,,,,,,,,"74.27",,,,,,,"49.33",,,,,,,,,,,"24.88",,,,,,,"49.58",,,,,,,"43.07",,,,,,,"79.03",,,,,,,
"102",,"0","en","2073068334","2025-01-20 16:35:42","2025-01-20 16:35:47",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,,,,"",,,"",,,,,,,,,,,,,,,,"",,,"",,,,,,,,,"4.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103","2025-01-20 16:44:05","12","en","264740781","2025-01-20 16:37:45","2025-01-20 16:44:05",,"","No","Yes","6","No","No","Yes","No","No","No","Modpacks","Yes","No","3","3","4","4","4","3","5","4","3","4","4","5","4","5","4","3","5","4","4","3","4","4","2","3","2","4","2","2","1","3","4","3","3","1","3","2","2","4","3","1","4","4","5","5","5","2","4","2","1","1","5","2","4","4","5","Germany","20","Male","","50","2021-01-01 00:00:00","This week","0","381.46","43.89",,,,,,,"9.77",,,,,,,,,,,,,,,,,,,"20.35",,,,,,,"20.48",,,,,,,"55.92",,,,,,,,"36.57",,,"65.55",,,,,,,"34.84",,,,,,,"27.99",,,,,,,"66.1",,,,,,,
"104",,,"en","566418730","2025-01-20 16:59:51","2025-01-20 16:59:51",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105",,"1","en","1179058877","2025-01-20 17:00:13","2025-01-20 17:00:53",,,"N/A","N/A",,"No","No","Yes","No","No","No","","N/A","N/A",,,,,,,,,,,,,,,,,,,,,"5","1",,,"2",,,,,,,,"4",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,"40.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.34",,,,,,,,,,,,,,
"106",,"1","en","1296471312","2025-01-20 17:12:21","2025-01-20 17:13:17",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"5",,,,,,,,,"5",,,,,,,,,,,"5","5",,,,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.93",,,,,,,,"50.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"107","2025-01-20 17:33:48","12","en","1446948567","2025-01-20 17:12:44","2025-01-20 17:33:48",,"","Yes","No","6","No","No","Yes","No","No","No","","No","No","4","4","3","4","4","4","4","3","4","4","3","5","5","5","4","4","4","5","5","3","5","1","4","3","4","4","4","3","3","3","3","4","4","3","3","4","4","4","4","3","2","1","1","4","5","4","4","4","4","5","5","4","2","5","4","Czech Republic","21","Male","","0","2025-01-20 00:00:00","Today","0","1103.64","59.48",,,,,,,,,,,,,,,,,,,,"244.29",,,,,,,,,,,,,"293.4",,,,,,,"243.58",,,,,,,,,,,"151.66",,,,,,,"34.87",,,,,,,,,,,,,,"76.36",,,,,,,
"108",,"4","en","553401062","2025-01-20 17:18:38","2025-01-20 17:21:30",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","5",,,,,"3",,,,"3","3",,,,"4","3","5",,,,"5",,"4",,,,"4","3","5","3","5",,,,,"4","5",,,,,,,"4","5","3","4","4","3",,,,"4",,"4",,,,,,,,,"173.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67",,,,,,,,"29.18",,,,,,,,,,"48.26",,,,,,,"28.59",,,,,,,,,,,,,,
"109",,"11","en","1807178399","2025-01-20 17:25:46","2025-01-20 17:32:03",,"","Yes","Yes","4","No","No","Yes","No","No","No","","Yes","No","5","4","3","4","3","3","5","5","5","4","4","4","5","5","4","4","4","3","4","4","5","2","5","3","3","4","3","4","3","3","5","4","4","4","4","4","4","3","4","4","3","4","1","5","5","5","4","4","3","2","3","3","5","3","5",,,,,,,,,"379.84","82.76",,,,,,,,,,,,,,,,,,,,,,,,,,"51.43",,,,,,,"26.34",,,,,,,"37.15",,,,,,,,,,,"146.69",,,,,,,"35.47",,,,,,,,,,,,,,,,,,,,,
"110","2025-01-20 17:34:40","12","en","1891078070","2025-01-20 17:27:34","2025-01-20 17:34:40",,"","Yes","Yes","5","Yes","No","No","Yes","No","No","Modpacks","Yes","Yes","3","5","5","3","4","4","4","4","1","1","1","5","5","5","3","1","5","5","5","3","5","1","5","2","1","3","3","2","1","1","2","3","4","3","3","5","5","5","4","1","3","2","1","3","4","3","5","5","5","3","4","3","4","5","3","United States","16","Male","","0","2024-12-01 00:00:00","This month","0","426.48","51.86",,,,,,,,,,,,,"18.25",,,,,,,,,,,,,"29.83",,,,,,,,,,,,,,"149.57",,,,,,,,"21.99",,,"29.05",,,,,,,"31.38",,,,,,,"48.84",,,,,,,"45.71",,,,,,,
"111",,"6","en","2011107631","2025-01-20 17:32:30","2025-01-20 18:09:26",,"","Yes","Yes","4","No","No","Yes","No","No","No","","Yes","N/A","4",,"3",,"4","4","3","4","4","4",,"3",,,"4",,"4",,,,"5","2","5",,,,"5","4","4",,,"5",,"4","5","4","5",,"5",,"3",,,,,,,,,"3",,"4","3",,"3",,,,,,,,,"2217.49","42.89",,,,,,,,,,,,,,,,,,,,"1132.77",,,,,,,,,,,,,"923.96",,,,,,,"46.27",,,,,,,,"47.98",,,"23.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"112","2025-01-20 17:59:28","12","en","1244716757","2025-01-20 17:34:07","2025-01-20 17:59:28",,"","No","Yes","1","No","No","No","No","No","No","mostly command block stuff but sometimes i also make screenshots of the landscape around me (ingame)","Yes","No","5","5","5","2","4","4","4","4","1","1","1","5","5","4","4","1","5","5","5","5","4","1","5","2","4","4","5","2","5","3","3","5","3","3","3","5","5","4","2","2","1","1","1","4","5","4","4","4","3","1","3","1","4","4","4","Germany","16","Male","","12.48","2022-06-14 00:00:00","This month","0","1523.93",,,,,,,,"62.27",,,,,,"102.17",,,,,,,"59.33",,,,,,"26.13",,,,,,,"23.19",,,,,,,"39.05",,,,,,,,"56.2",,,"155.93",,,,,,,"52.13",,,,,,,"41.83",,,,,,,"905.7",,,,,,,
"113","2025-01-20 18:03:07","12","en","1083546210","2025-01-20 17:53:43","2025-01-20 18:03:07",,"","Yes","Yes","6","No","No","Yes","No","No","No","","Yes","Yes","5","5","4","4","4","4","4","4","3","4","3","5","5","5","5","3","5","5","5","3","5","4","4","1","2","4","2","4","5","4","5","4","2","4","3","5","5","2","1","2","3","5","5","5","5","5","5","5","3","2","3","2","2","4","4","Austria","20","Male","","100","2022-10-01 00:00:00","Today","0","515.92",,,,,,,,"146.87",,,,,,"81.18",,,,,,,,,,,,,,,,,,,,,,,,,,,"20.19",,,,,,,,,,,"84.47",,,,,,,"25.35",,,,,,,"92.66",,,,,,,"65.2",,,,,,,
